LSOA code,District or communal heat networks only,Electric only,Mains gas only,centralheating_no,Oil only,Other central heating only,Renewable energy only,Solid fuel only,Tank or bottled gas only,Two or more types of central heating (including renewable energy),Two or more types of central heating (not including renewable energy),Wood only,total,centralheating_yes
E01013712,0,137,367,6,2,7,1,0,2,5,31,0,558,552
E01013713,2,64,372,12,1,18,1,0,2,1,46,0,519,507
E01013714,3,19,413,7,0,21,1,0,1,0,45,0,510,503
E01013715,2,25,358,7,1,9,0,0,2,1,43,0,448,441
E01013717,1,65,362,15,1,16,0,0,1,3,40,0,504,489
E01013718,2,51,429,13,0,17,0,0,2,1,45,0,560,547
E01013719,0,56,401,8,3,18,0,0,1,1,53,0,541,533
E01013720,268,44,264,8,0,18,1,0,3,0,41,0,647,639
E01013721,2,38,544,10,0,6,0,0,3,9,50,0,662,652
E01013722,1,21,519,9,0,11,3,1,7,1,43,0,616,607
E01013723,3,18,379,6,0,8,0,0,2,3,43,0,462,456
E01013725,6,79,408,8,0,14,1,0,3,2,51,0,572,564
E01013726,260,91,396,12,1,21,6,1,2,2,53,0,845,833
E01013727,4,21,553,7,0,8,0,0,8,3,37,0,641,634
E01013728,0,17,459,9,0,12,1,0,2,7,44,0,551,542
E01013729,0,17,456,2,0,8,0,0,2,3,45,0,533,531
E01013730,6,35,592,14,0,19,0,0,7,3,62,0,738,724
E01013731,2,66,495,10,0,7,2,1,2,3,47,0,635,625
E01013732,0,62,603,21,2,24,0,6,2,5,65,0,790,769
E01013733,0,60,555,9,2,11,0,0,4,7,66,0,714,705
E01013734,1,18,437,5,1,8,0,0,5,2,41,0,518,513
E01013735,0,18,381,12,0,10,1,0,2,6,30,0,460,448
E01013736,3,104,655,22,1,13,0,1,5,7,80,0,891,869
E01013737,0,21,387,3,0,7,0,0,4,4,32,0,458,455
E01013738,2,9,407,10,2,1,0,0,3,2,37,0,473,463
E01013739,3,26,470,7,0,10,1,0,4,8,45,0,574,567
E01013740,0,14,424,12,0,7,0,0,3,4,32,0,496,484
E01013741,0,29,439,8,0,9,0,0,6,1,40,0,532,524
E01013742,0,25,362,7,0,17,0,0,4,3,37,0,455,448
E01013743,1,40,382,5,0,16,0,0,0,1,43,0,488,483
E01013744,3,17,371,4,0,11,0,0,0,0,54,0,460,456
E01013745,1,26,346,8,0,13,1,0,0,0,31,0,426,418
E01013746,286,108,183,7,1,22,1,0,11,1,39,0,659,652
E01013747,2,19,427,9,0,24,1,0,1,1,43,0,527,518
E01013748,185,82,236,12,0,15,2,0,7,4,32,0,575,563
E01013749,1,12,351,3,0,13,0,0,4,2,39,0,425,422
E01013750,2,15,348,10,0,5,2,0,1,2,23,0,408,398
E01013751,2,29,424,9,2,14,3,0,0,0,36,0,519,510
E01013752,1,25,362,8,0,11,1,0,1,1,28,0,438,430
E01013753,8,33,400,14,0,11,0,0,1,1,49,0,517,503
E01013754,287,135,185,14,0,37,0,0,7,0,67,0,732,718
E01013755,392,85,144,15,0,32,0,0,10,2,47,0,727,712
E01013756,2,38,516,14,1,16,1,0,1,7,68,0,664,650
E01013757,2,11,401,2,0,6,0,0,0,4,52,0,478,476
E01013758,0,12,366,8,0,5,0,0,3,0,32,0,426,418
E01013759,0,6,460,4,0,0,0,0,3,5,51,0,529,525
E01013760,3,105,432,33,0,21,1,0,7,1,70,0,673,640
E01013761,3,40,446,20,0,22,0,0,3,1,53,0,588,568
E01013762,3,35,443,8,2,10,0,1,5,2,42,0,551,543
E01013763,4,190,524,26,2,15,0,0,6,2,84,0,853,827
E01013764,2,8,403,4,1,4,2,0,1,3,33,0,461,457
E01013765,0,60,421,11,0,17,1,0,3,1,53,1,568,557
E01013766,0,14,415,6,0,6,2,0,6,3,41,0,493,487
E01013767,1,10,485,4,0,3,1,1,2,2,41,0,550,546
E01013768,2,26,610,5,0,10,0,0,3,4,56,0,716,711
E01013770,0,16,458,6,0,6,0,0,3,1,47,0,537,531
E01013771,0,10,465,4,0,1,0,0,0,0,37,0,517,513
E01013772,2,16,510,13,0,5,0,1,2,0,41,0,590,577
E01013773,12,14,463,4,0,12,0,0,1,5,51,0,562,558
E01013774,1,115,522,14,0,16,1,0,5,1,60,0,735,721
E01013776,1,184,413,19,0,9,0,0,6,0,48,0,680,661
E01013777,4,65,570,22,0,18,0,0,5,1,69,0,754,732
E01013779,5,194,594,28,0,11,0,0,4,0,66,0,902,874
E01013780,0,64,503,8,0,3,1,0,2,4,48,0,633,625
E01013781,1,179,494,14,0,18,0,0,7,0,54,0,767,753
E01013782,14,105,457,18,0,9,0,1,4,2,52,0,662,644
E01013783,1,7,533,5,0,0,0,2,2,2,56,0,608,603
E01013784,1,77,386,15,0,8,1,0,0,0,37,0,525,510
E01013785,0,12,467,5,0,3,1,0,2,4,47,1,542,537
E01013786,2,97,572,10,0,8,0,0,2,1,42,0,734,724
E01013787,0,59,107,10,250,1,25,8,22,11,76,6,575,565
E01013788,16,47,755,6,105,5,3,2,10,12,123,2,1086,1080
E01013789,0,51,321,9,124,0,5,8,7,12,81,5,623,614
E01013790,3,14,295,3,147,1,1,5,39,12,77,3,600,597
E01013791,6,31,300,9,70,0,4,5,16,6,47,3,497,488
E01013792,0,63,471,3,80,0,4,2,3,5,83,1,715,712
E01013793,0,14,425,6,33,1,3,1,86,4,64,2,639,633
E01013794,0,21,391,3,79,1,8,4,2,7,83,1,600,597
E01013795,1,32,228,3,143,1,18,5,9,8,68,0,516,513
E01013796,0,18,401,6,72,0,1,0,5,4,55,2,564,558
E01013797,0,28,542,5,64,0,16,1,5,12,82,3,758,753
E01013798,0,5,509,1,8,1,3,0,3,9,36,1,576,575
E01013799,4,74,461,11,13,5,0,1,1,2,50,2,624,613
E01013800,0,19,561,0,5,0,0,0,1,8,49,1,644,644
E01013803,3,46,849,2,20,4,5,0,1,13,77,0,1020,1018
E01013804,1,64,357,5,147,3,9,5,6,8,80,2,687,682
E01013805,8,32,349,2,83,2,5,3,0,7,49,2,542,540
E01013806,0,36,409,4,9,1,2,0,4,2,45,2,514,510
E01013807,0,24,510,2,12,2,1,0,4,6,56,0,617,615
E01013808,5,68,593,5,8,1,3,0,4,5,55,0,747,742
E01013809,0,10,440,3,21,1,4,2,1,2,51,0,535,532
E01013810,4,23,492,17,0,18,3,1,9,4,73,0,644,627
E01013811,6,90,331,15,2,12,1,1,4,0,66,0,528,513
E01013812,4,55,374,9,1,20,0,0,5,5,81,0,554,545
E01013813,15,93,412,8,1,9,0,0,2,1,37,0,578,570
E01013814,3,105,503,11,1,19,1,0,6,0,65,1,715,704
E01013815,5,97,407,8,1,7,1,0,2,0,73,1,602,594
E01013816,21,203,425,16,0,10,3,0,9,1,91,0,779,763
E01013817,12,40,457,9,0,26,1,5,13,2,77,0,642,633
E01013818,2,34,389,4,0,16,2,1,10,6,68,1,533,529
E01013819,3,19,581,4,1,9,3,0,3,5,81,0,709,705
E01013820,3,14,527,8,0,11,0,0,13,3,68,0,647,639
E01013821,1,28,516,6,0,1,1,3,4,4,66,0,630,624
E01013822,1,14,484,13,0,25,0,3,8,4,80,0,632,619
E01013823,1,28,525,6,0,13,2,2,6,0,54,0,637,631
E01013824,3,27,478,7,0,12,1,2,7,4,49,0,590,583
E01013825,1,34,530,7,1,11,3,0,13,6,87,0,693,686
E01013826,2,21,526,7,0,17,0,1,9,2,76,0,661,654
E01013827,4,19,476,9,0,6,1,0,1,2,71,0,589,580
E01013828,1,44,668,11,1,10,1,1,5,5,70,0,817,806
E01013829,2,43,653,7,0,9,1,0,3,6,77,0,801,794
E01013830,1,24,544,6,0,6,0,1,1,5,59,0,647,641
E01013831,0,19,570,6,0,8,0,1,2,3,58,0,667,661
E01013832,2,138,524,16,3,7,0,0,0,1,69,0,760,744
E01013833,2,19,434,12,0,13,0,1,4,0,57,0,542,530
E01013834,1,16,518,8,0,9,3,0,7,3,72,0,637,629
E01013835,3,25,592,14,0,16,2,2,8,3,63,0,728,714
E01013836,16,58,694,12,0,14,3,1,9,1,97,0,905,893
E01013837,0,24,629,5,0,8,0,0,4,4,60,0,734,729
E01013838,1,19,600,10,1,4,1,2,4,0,61,0,703,693
E01013839,10,109,642,21,0,20,2,0,13,1,96,0,914,893
E01013840,1,144,736,10,0,8,0,3,7,2,82,0,993,983
E01013841,0,54,534,19,1,15,3,0,4,1,70,0,701,682
E01013842,6,89,494,17,2,17,1,2,9,1,64,0,702,685
E01013843,4,211,467,16,1,10,3,0,4,8,63,0,787,771
E01013844,12,44,500,12,0,17,1,2,8,0,65,0,661,649
E01013845,2,56,473,16,1,14,1,0,9,1,54,1,628,612
E01013846,5,173,360,39,1,13,1,0,8,0,55,0,655,616
E01013847,4,34,321,7,1,25,1,0,4,0,45,0,442,435
E01013849,2,34,529,5,0,13,2,3,8,13,66,0,675,670
E01013850,5,54,521,13,2,9,2,4,5,9,58,0,682,669
E01013851,10,42,573,4,0,8,1,0,6,6,68,0,718,714
E01013852,15,19,626,13,0,7,1,1,3,7,63,0,755,742
E01013853,1,35,533,10,0,6,0,0,4,6,55,0,650,640
E01013854,1,28,467,9,0,6,0,2,10,7,74,0,604,595
E01013855,3,35,469,8,0,7,1,3,9,1,68,0,604,596
E01013856,4,23,492,7,0,6,2,1,6,2,79,0,622,615
E01013858,2,16,477,11,0,3,8,4,3,3,47,0,574,563
E01013859,1,28,587,12,0,10,3,2,2,4,65,0,714,702
E01013860,2,21,594,8,0,17,0,1,5,2,61,0,711,703
E01013861,17,29,561,9,0,15,1,1,1,9,52,0,695,686
E01013862,11,36,478,1,0,15,1,0,7,4,50,0,603,602
E01013863,2,17,505,8,1,7,0,0,0,4,44,0,588,580
E01013864,3,30,732,11,0,18,2,0,7,7,83,0,893,882
E01013865,7,39,572,9,0,17,0,0,4,1,57,0,706,697
E01013866,13,26,482,4,0,10,0,3,4,2,53,0,597,593
E01013867,1,19,458,8,0,7,0,3,7,3,64,0,570,562
E01013868,0,15,514,10,0,8,0,3,5,2,38,0,595,585
E01013870,8,339,534,30,8,17,4,14,25,15,86,4,1084,1054
E01013871,8,96,609,10,0,20,0,0,12,3,73,0,831,821
E01013872,4,29,647,13,0,13,0,0,2,1,69,0,778,765
E01013873,3,37,475,11,3,17,0,0,5,1,77,0,629,618
E01013874,6,71,602,15,0,6,0,0,3,11,57,0,771,756
E01013875,3,12,460,5,0,5,1,1,0,2,25,0,514,509
E01013876,4,65,536,9,1,11,0,3,6,2,93,0,730,721
E01013877,4,62,508,8,0,15,2,1,8,7,79,0,694,686
E01013878,0,64,375,5,1,6,1,4,5,4,55,0,520,515
E01013879,3,18,461,6,0,12,1,2,9,1,53,0,566,560
E01013880,1,22,541,11,0,9,3,0,5,7,70,0,669,658
E01013881,8,16,520,6,0,10,1,1,7,0,67,0,636,630
E01013882,0,18,506,11,0,14,0,3,3,3,79,0,637,626
E01013883,1,30,527,9,0,6,2,0,8,4,77,0,664,655
E01013884,2,44,487,9,0,12,0,1,10,4,61,0,630,621
E01013885,6,73,588,18,0,16,0,4,11,0,61,0,777,759
E01013886,5,35,531,12,0,5,0,2,3,3,56,0,652,640
E01013887,0,11,576,2,0,1,0,0,3,1,57,0,651,649
E01013888,0,40,584,11,0,10,1,3,1,0,60,0,710,699
E01013889,0,16,631,9,0,2,1,2,3,4,55,0,723,714
E01013890,0,30,543,16,0,3,0,1,0,1,66,0,660,644
E01013891,2,82,579,12,0,7,3,1,5,3,78,0,772,760
E01013892,1,4,534,2,0,3,1,0,1,2,49,0,597,595
E01013893,3,73,452,7,0,10,0,0,10,5,57,1,618,611
E01013894,0,16,560,3,0,1,2,4,1,3,59,0,649,646
E01013895,2,11,562,3,0,3,0,1,1,5,47,0,635,632
E01013896,22,27,444,11,0,7,1,0,1,3,53,0,569,558
E01013897,3,24,519,18,0,6,2,0,6,7,36,0,621,603
E01013898,4,24,337,2,1,3,1,2,3,2,39,0,418,416
E01013899,1,12,426,6,0,3,1,0,4,0,41,0,494,488
E01013900,0,16,557,8,0,11,2,2,5,0,56,0,657,649
E01013901,0,23,551,4,1,2,0,0,0,1,48,1,631,627
E01013902,3,21,711,11,0,8,1,0,8,21,63,0,847,836
E01013903,2,12,431,2,0,9,0,0,2,3,40,0,501,499
E01013904,1,14,535,8,0,0,2,0,4,1,36,0,601,593
E01013905,4,22,513,9,0,7,1,1,5,2,55,0,619,610
E01013906,4,16,586,7,0,4,0,2,3,5,57,0,684,677
E01013907,17,35,599,9,1,11,0,2,1,3,60,0,738,729
E01013908,34,46,542,8,0,6,0,3,4,3,40,0,686,678
E01013909,36,40,563,6,1,17,1,2,8,5,64,1,744,738
E01013910,2,24,543,3,0,6,1,3,4,2,50,0,638,635
E01013911,3,23,571,12,0,5,0,1,5,4,55,0,679,667
E01013912,0,42,510,9,1,4,3,3,10,6,39,0,627,618
E01013913,1,17,562,3,0,10,0,1,2,3,70,0,669,666
E01013914,1,8,536,7,0,8,0,2,1,4,43,0,610,603
E01013915,5,128,423,24,2,4,3,4,17,5,40,0,655,631
E01013916,1,17,476,7,0,9,0,1,12,0,63,1,587,580
E01013917,3,87,574,15,0,9,0,1,4,2,70,0,765,750
E01013918,3,51,585,18,0,13,0,2,2,0,66,1,741,723
E01013919,3,72,622,14,0,15,3,0,10,2,72,1,814,800
E01013920,101,224,649,16,1,27,9,0,5,1,113,0,1146,1130
E01013921,34,88,550,10,0,22,1,1,7,0,103,0,816,806
E01013928,2,103,350,9,1,3,0,0,3,1,57,0,529,520
E01013929,1,61,602,10,0,5,3,1,5,4,60,0,752,742
E01013930,3,49,537,10,1,21,1,0,7,5,57,0,691,681
E01013931,14,27,609,8,0,10,0,0,6,4,62,0,740,732
E01013932,1,35,755,9,0,14,0,0,6,2,75,0,897,888
E01013933,1,45,557,13,1,3,1,3,2,1,84,0,711,698
E01013934,1,25,512,8,0,9,2,0,4,1,65,0,627,619
E01013935,1,39,607,8,0,7,1,0,1,1,49,0,714,706
E01013936,2,203,723,25,0,7,0,0,6,3,85,0,1054,1029
E01013937,3,53,616,12,0,10,6,0,1,3,67,0,771,759
E01013938,1,77,537,25,0,1,0,0,1,3,51,0,696,671
E01013939,3,61,590,11,0,2,0,2,3,1,68,0,741,730
E01013940,114,206,376,22,0,13,5,0,7,4,51,0,798,776
E01013941,4,222,570,22,0,3,1,0,0,0,56,0,878,856
E01013942,131,140,535,12,2,16,2,0,3,1,67,0,909,897
E01013943,4,166,530,24,1,18,10,0,0,2,79,0,834,810
E01013944,0,36,504,16,0,12,0,1,1,2,61,0,633,617
E01013945,3,134,360,27,2,26,1,2,11,4,73,0,643,616
E01013947,8,96,418,18,0,14,2,0,8,2,76,1,643,625
E01013948,6,54,469,13,0,24,3,0,8,4,99,1,681,668
E01013953,2,73,441,8,0,7,0,0,1,1,51,1,585,577
E01013954,159,82,446,14,1,29,8,1,5,11,73,0,829,815
E01013957,2,42,520,15,0,10,1,1,4,2,49,1,647,632
E01013958,319,157,180,24,0,23,8,1,6,7,48,1,774,750
E01013959,310,111,255,12,0,23,7,1,9,10,68,0,806,794
E01013960,302,127,258,16,0,37,5,0,6,10,86,0,847,831
E01013961,172,284,303,19,0,24,4,0,12,1,63,0,882,863
E01013962,173,87,505,19,0,18,3,0,11,4,66,0,886,867
E01013963,3,120,484,7,0,5,1,2,5,1,49,0,677,670
E01013964,1,25,591,7,0,5,0,1,3,2,64,0,699,692
E01013965,0,17,518,8,1,4,1,1,3,0,58,1,612,604
E01013966,0,17,466,5,0,4,0,1,8,2,42,0,545,540
E01013967,4,60,393,9,1,6,0,0,3,2,58,0,536,527
E01013968,18,147,447,4,0,6,1,0,0,1,32,3,659,655
E01013969,1,72,664,14,0,4,0,0,1,2,61,0,819,805
E01013970,1,25,584,10,1,7,0,1,0,2,67,0,698,688
E01013971,8,131,569,18,0,4,1,0,4,2,53,0,790,772
E01013972,0,72,551,12,0,5,1,0,3,1,57,0,702,690
E01013977,3,56,627,7,0,6,0,0,2,3,43,0,747,740
E01013978,3,39,569,5,0,1,0,0,0,1,56,0,674,669
E01013979,0,16,521,1,0,3,0,0,1,5,59,1,607,606
E01013980,0,20,600,6,1,1,1,1,0,3,43,0,676,670
E01013981,0,16,616,3,0,4,0,1,4,1,49,0,694,691
E01013982,0,5,570,3,0,1,3,0,2,5,41,0,630,627
E01013983,6,158,400,5,0,3,1,1,1,0,29,0,604,599
E01013984,0,20,566,3,0,2,0,0,2,1,33,0,627,624
E01013985,0,9,625,8,0,3,0,1,0,3,49,0,698,690
E01013986,2,56,594,5,4,1,0,0,1,1,71,0,735,730
E01013987,0,15,550,7,16,0,2,2,4,6,82,0,684,677
E01013988,37,88,677,15,7,5,3,0,3,10,85,2,932,917
E01013989,1,15,498,13,6,5,0,1,1,3,70,0,613,600
E01013990,5,45,518,10,133,1,8,0,12,16,136,6,890,880
E01013991,4,26,251,10,113,3,9,2,8,7,103,9,545,535
E01013992,0,60,499,16,4,7,3,0,10,1,39,0,639,623
E01013993,0,21,515,10,4,2,0,0,2,3,51,0,608,598
E01013994,0,20,488,10,6,3,3,1,8,0,61,4,604,594
E01013995,1,24,670,6,6,7,1,0,3,1,60,2,781,775
E01013996,0,80,513,12,9,6,1,0,1,9,54,2,687,675
E01013997,0,65,657,11,9,0,0,0,2,5,71,0,820,809
E01013998,0,41,34,15,319,5,36,3,55,19,114,7,648,633
E01013999,2,35,264,16,179,1,7,3,27,18,134,9,695,679
E01014000,0,35,80,13,238,4,12,5,53,13,122,16,591,578
E01014001,0,85,61,32,293,3,29,5,82,14,128,9,741,709
E01014002,0,17,453,8,60,2,7,2,10,5,76,6,646,638
E01014003,0,52,436,18,48,1,8,2,24,4,57,2,652,634
E01014004,0,49,30,12,308,3,33,7,53,14,105,13,627,615
E01014005,2,89,677,19,18,6,1,0,10,2,78,0,902,883
E01014006,0,42,396,7,92,1,13,1,13,17,85,4,671,664
E01014008,0,77,37,17,340,3,18,5,56,14,140,11,718,701
E01014009,1,49,42,23,315,2,29,5,48,16,138,15,683,660
E01014010,4,279,653,29,9,16,1,0,3,1,71,1,1067,1038
E01014011,5,53,512,16,7,1,2,0,1,4,67,0,668,652
E01014012,0,27,427,6,112,1,10,4,34,5,84,9,719,713
E01014013,0,24,548,5,24,1,1,0,5,5,72,3,688,683
E01014014,15,29,55,30,316,5,22,12,85,15,160,25,769,739
E01014015,1,65,70,24,297,1,32,15,66,13,102,11,697,673
E01014016,6,113,58,17,266,4,51,6,65,11,111,9,717,700
E01014017,0,35,111,24,255,1,9,6,43,14,120,17,635,611
E01014018,0,26,127,14,283,2,22,3,35,15,117,15,659,645
E01014019,0,113,45,21,300,4,18,5,29,10,114,13,672,651
E01014020,0,23,61,33,290,2,17,8,35,19,149,20,657,624
E01014021,0,99,33,20,309,3,7,8,35,8,104,11,637,617
E01014022,0,36,656,7,112,2,1,1,16,6,107,7,951,944
E01014023,2,43,510,12,94,5,9,6,13,10,109,3,816,804
E01014024,0,27,100,12,209,1,15,7,50,11,127,11,570,558
E01014025,0,67,271,13,140,4,10,2,36,8,92,11,654,641
E01014026,2,68,173,23,322,6,20,10,71,19,157,14,885,862
E01014027,0,27,237,7,144,1,16,2,28,12,85,2,561,554
E01014028,0,27,360,8,108,3,13,1,14,7,112,8,661,653
E01014029,0,17,500,6,57,0,3,1,11,8,75,3,681,675
E01014030,0,22,335,6,127,1,11,3,15,8,96,5,629,623
E01014031,0,51,41,18,304,2,20,5,77,9,116,13,656,638
E01014032,0,54,39,15,327,5,8,8,76,13,111,11,667,652
E01014033,1,77,327,26,203,0,7,3,20,8,145,14,831,805
E01014034,1,81,492,17,7,6,1,3,5,1,78,2,694,677
E01014035,23,105,570,12,19,5,2,0,6,4,87,2,835,823
E01014036,0,83,366,11,159,6,5,2,44,12,96,2,786,775
E01014037,0,46,594,11,15,0,1,1,5,5,55,1,734,723
E01014038,0,44,501,3,4,5,1,0,3,3,66,0,630,627
E01014039,2,27,625,6,13,3,1,1,1,1,49,1,730,724
E01014040,9,61,539,14,23,2,5,1,4,8,86,2,754,740
E01014041,1,142,477,15,7,1,3,0,2,5,52,3,708,693
E01014042,0,60,500,24,13,4,1,0,4,1,68,2,677,653
E01014043,1,23,417,4,16,0,1,0,2,2,42,2,510,506
E01014044,1,82,432,9,25,3,6,1,11,3,47,2,622,613
E01014045,0,52,428,14,77,1,3,3,57,3,108,5,751,737
E01014046,0,33,429,14,57,2,2,1,17,8,89,5,657,643
E01014047,1,35,520,8,9,2,0,0,0,1,73,2,651,643
E01014048,4,223,507,29,12,6,2,0,8,1,87,1,880,851
E01014049,0,50,39,9,330,2,9,7,112,10,117,7,692,683
E01014050,0,32,29,15,378,5,35,8,69,33,126,13,743,728
E01014051,0,165,48,24,279,7,19,8,46,18,162,17,793,769
E01014052,1,30,68,17,260,5,17,6,65,16,157,22,664,647
E01014053,1,66,48,15,373,2,30,5,64,25,108,15,752,737
E01014054,0,50,33,17,281,2,26,6,33,16,107,19,590,573
E01014055,0,37,413,16,95,3,3,7,22,13,139,12,760,744
E01014056,0,28,140,23,209,2,16,8,55,9,136,8,634,611
E01014057,2,98,195,9,269,8,30,5,103,18,114,2,853,844
E01014058,0,31,152,11,287,0,24,6,83,17,117,13,741,730
E01014059,1,35,34,16,407,2,23,9,90,26,134,28,805,789
E01014060,0,34,41,8,345,2,27,5,66,9,123,13,673,665
E01014061,0,46,632,0,33,2,1,0,29,3,73,1,820,820
E01014062,2,228,620,9,10,3,2,1,3,6,87,1,972,963
E01014063,1,29,601,12,24,0,0,0,26,3,78,5,779,767
E01014064,0,114,567,23,6,4,1,1,2,2,47,2,769,746
E01014065,0,36,513,8,10,2,3,2,6,2,71,0,653,645
E01014066,0,105,413,14,8,3,2,2,3,3,58,0,611,597
E01014067,0,53,435,8,37,3,3,3,5,4,38,1,590,582
E01014068,0,19,504,7,10,2,0,1,3,1,46,0,593,586
E01014069,0,62,641,15,18,1,1,0,6,3,61,1,809,794
E01014070,1,47,771,18,13,3,2,0,13,3,71,1,943,925
E01014071,0,24,521,14,11,2,0,0,5,2,55,1,635,621
E01014072,0,69,638,10,13,8,1,3,4,3,72,2,823,813
E01014073,1,92,593,10,6,7,0,1,8,0,76,1,795,785
E01014074,13,51,576,13,9,5,0,0,3,3,67,1,741,728
E01014075,0,71,549,7,10,8,4,1,6,9,76,0,741,734
E01014076,0,187,712,13,4,5,1,0,1,4,104,3,1034,1021
E01014077,0,31,592,8,20,2,4,1,17,4,52,2,733,725
E01014078,0,17,519,1,5,3,0,0,1,2,46,4,598,597
E01014079,1,29,308,11,130,3,14,2,45,10,101,9,663,652
E01014080,19,19,478,0,54,5,1,2,6,1,88,2,675,675
E01014081,0,57,297,4,147,0,6,2,21,5,86,6,631,627
E01014082,0,54,516,7,79,1,3,5,11,3,81,5,765,758
E01014083,0,12,604,4,19,2,2,2,12,3,43,2,705,701
E01014084,11,89,534,17,14,6,1,2,3,2,72,2,753,736
E01014085,0,38,536,8,3,4,0,1,3,3,58,0,654,646
E01014086,7,115,530,21,5,6,1,0,2,2,66,0,755,734
E01014087,0,141,463,42,9,4,2,1,6,3,44,2,717,675
E01014088,0,144,479,30,16,7,2,0,4,0,41,1,724,694
E01014089,0,13,481,8,9,2,0,0,4,5,54,0,576,568
E01014090,0,14,511,3,12,0,1,3,1,10,43,0,598,595
E01014091,0,14,538,6,15,0,1,0,4,6,56,0,640,634
E01014092,4,94,670,19,15,0,0,0,3,4,83,2,894,875
E01014093,0,45,485,5,7,3,2,0,2,10,55,0,614,609
E01014094,0,23,464,15,9,2,2,0,3,3,53,0,574,559
E01014095,0,20,478,11,5,2,1,1,4,2,48,0,572,561
E01014096,0,48,97,22,243,4,10,4,56,12,154,20,670,648
E01014097,1,38,70,12,272,2,29,9,38,10,111,9,601,589
E01014098,0,24,454,10,81,3,1,3,6,0,84,3,669,659
E01014099,0,48,79,13,352,0,17,5,66,12,132,17,741,728
E01014100,0,57,306,11,175,6,24,4,43,16,116,4,762,751
E01014101,0,27,44,9,223,1,2,4,39,6,80,9,444,435
E01014102,0,14,679,5,3,2,0,1,2,5,72,0,783,778
E01014103,0,5,440,0,3,1,0,0,3,0,33,0,485,485
E01014104,1,22,527,12,4,8,2,1,5,4,62,0,648,636
E01014105,0,24,664,6,2,15,2,0,1,5,95,0,814,808
E01014106,1,25,519,7,4,4,0,0,4,4,50,0,618,611
E01014107,0,7,397,6,8,1,0,1,2,4,51,0,477,471
E01014108,1,42,506,8,1,15,0,1,6,0,50,0,630,622
E01014109,0,23,385,8,2,5,0,0,1,1,42,0,467,459
E01014110,1,34,445,3,1,14,0,0,1,1,56,0,556,553
E01014111,0,11,491,4,51,0,8,3,8,6,91,7,680,676
E01014112,1,21,453,9,108,4,8,6,34,5,75,6,730,721
E01014113,6,42,584,9,0,13,0,0,2,3,75,0,734,725
E01014114,1,42,555,10,3,5,1,1,2,4,48,0,672,662
E01014115,1,29,496,9,0,11,2,0,2,1,57,0,608,599
E01014116,9,40,667,8,0,9,0,0,13,0,60,0,806,798
E01014117,0,6,449,3,1,3,0,1,3,1,29,0,496,493
E01014118,1,22,382,10,1,11,0,0,1,0,58,0,486,476
E01014119,0,23,577,8,1,6,0,1,2,3,61,1,683,675
E01014120,7,21,663,9,1,10,2,0,2,5,92,0,812,803
E01014121,0,20,531,9,4,6,1,0,1,5,57,1,635,626
E01014122,1,42,594,11,2,2,1,3,2,3,79,1,741,730
E01014123,0,33,515,5,3,0,0,0,1,3,59,0,619,614
E01014124,9,64,574,16,3,6,1,0,3,1,91,1,769,753
E01014125,17,31,437,6,1,6,0,1,6,3,68,0,576,570
E01014126,0,16,539,15,2,1,0,3,2,0,65,3,646,631
E01014127,1,39,529,3,1,11,2,3,6,1,60,0,656,653
E01014128,0,83,731,7,6,7,0,2,4,3,88,0,931,924
E01014129,1,10,472,7,1,2,1,1,2,7,36,0,540,533
E01014130,0,12,579,1,1,5,1,0,4,4,49,0,656,655
E01014131,2,15,410,8,171,7,14,1,33,10,79,7,757,749
E01014132,0,6,349,2,34,1,0,2,3,6,53,2,458,456
E01014133,3,31,818,7,3,6,0,1,0,2,87,0,958,951
E01014134,9,33,597,4,5,1,2,1,0,6,82,0,740,736
E01014135,0,30,218,10,118,3,10,7,20,4,83,4,507,497
E01014136,0,39,381,11,181,0,8,6,32,4,107,2,771,760
E01014137,0,17,634,4,10,2,1,0,8,8,69,0,753,749
E01014138,0,11,591,7,3,6,0,0,0,6,65,0,689,682
E01014139,2,12,449,2,2,5,0,0,2,0,43,0,517,515
E01014140,0,48,463,11,1,10,1,0,4,7,63,1,609,598
E01014142,2,14,370,8,0,4,2,0,4,2,44,0,450,442
E01014143,1,37,545,5,1,7,1,2,2,4,59,1,665,660
E01014144,3,24,658,7,3,6,1,1,5,3,84,0,795,788
E01014145,4,133,742,14,1,8,2,1,3,2,101,0,1011,997
E01014148,2,45,560,8,11,0,2,0,4,3,97,0,732,724
E01014149,0,8,374,5,11,2,2,3,8,5,68,1,487,482
E01014150,0,14,596,4,3,1,0,4,2,5,78,1,708,704
E01014151,0,18,535,6,0,6,0,1,1,1,59,0,627,621
E01014152,1,25,705,10,0,4,1,4,1,2,66,2,821,811
E01014153,0,79,711,7,0,6,2,0,4,3,94,0,906,899
E01014154,0,22,619,2,0,7,2,0,4,5,82,1,744,742
E01014155,21,50,650,10,2,17,2,1,1,0,92,2,848,838
E01014157,0,12,439,5,1,1,1,0,2,3,52,0,516,511
E01014158,15,37,636,9,18,21,1,0,7,7,74,0,825,816
E01014159,0,12,510,6,2,2,1,2,2,1,71,2,611,605
E01014160,1,1,464,1,3,7,3,1,0,2,44,1,528,527
E01014161,0,22,410,1,1,0,0,4,0,3,52,0,493,492
E01014162,6,51,760,6,3,14,0,3,4,2,88,0,937,931
E01014163,1,33,662,4,0,6,1,0,3,3,66,0,779,775
