LSOA code,District or communal heat networks only,Electric only,Mains gas only,centralheating_no,Oil only,Other central heating only,Renewable energy only,Solid fuel only,Tank or bottled gas only,Two or more types of central heating (including renewable energy),Two or more types of central heating (not including renewable energy),Wood only,total,centralheating_yes
E01007230,0,18,473,17,0,2,1,1,0,1,51,0,564,547
E01007231,0,59,589,14,0,4,0,0,4,2,53,1,726,712
E01007232,1,43,530,4,0,3,1,0,3,0,49,0,634,630
E01007233,11,44,611,22,0,9,0,0,2,2,56,0,757,735
E01007234,1,33,594,14,0,5,4,0,0,1,52,0,704,690
E01007235,0,10,501,9,0,10,0,0,0,3,59,0,592,583
E01007236,4,43,481,10,0,7,0,0,1,0,35,0,581,571
E01007237,40,107,697,23,3,12,0,0,2,2,50,0,936,913
E01007238,21,74,722,20,1,13,0,0,4,3,75,0,933,913
E01007239,2,64,625,10,0,10,0,0,1,2,88,0,802,792
E01007240,8,114,691,18,0,8,0,0,2,3,53,0,897,879
E01007241,8,81,573,10,0,2,0,0,1,1,31,0,707,697
E01007242,0,66,722,9,0,4,1,1,1,4,62,0,870,861
E01007243,2,108,627,17,0,2,1,0,2,2,52,0,813,796
E01007244,0,45,785,17,0,8,0,1,3,3,76,0,938,921
E01007245,1,8,574,11,2,1,0,0,0,0,34,0,631,620
E01007246,0,7,534,8,1,3,1,0,1,3,28,0,586,578
E01007247,0,13,612,7,0,2,0,0,1,0,24,0,659,652
E01007248,0,38,482,19,1,1,0,0,0,1,53,0,595,576
E01007249,1,9,508,13,0,6,2,0,4,2,40,0,585,572
E01007250,3,4,517,0,0,3,0,0,2,0,30,0,559,559
E01007251,0,21,447,7,0,3,0,0,0,0,33,0,511,504
E01007252,0,9,578,10,0,2,2,0,1,1,40,0,643,633
E01007253,3,47,606,10,0,6,0,0,2,0,68,0,742,732
E01007254,0,12,578,3,0,0,2,0,0,6,38,1,640,637
E01007255,2,73,541,8,2,4,4,1,0,1,40,1,677,669
E01007256,1,21,668,6,1,3,2,0,0,2,52,0,756,750
E01007257,3,37,465,18,0,6,2,0,0,2,61,0,594,576
E01007258,0,7,570,3,4,1,3,0,6,2,37,0,633,630
E01007259,0,2,452,3,0,2,0,0,1,0,24,0,484,481
E01007260,0,3,582,4,0,3,0,0,1,2,42,0,637,633
E01007261,0,13,539,2,4,3,1,0,2,1,38,0,603,601
E01007262,0,9,594,5,0,0,0,0,0,4,42,1,655,650
E01007263,1,10,574,2,0,5,0,1,1,1,38,0,633,631
E01007264,1,4,613,7,0,0,0,0,0,5,22,0,652,645
E01007265,0,5,485,6,1,1,0,0,0,1,28,0,527,521
E01007266,0,7,562,0,1,1,0,0,1,2,38,0,612,612
E01007267,1,59,518,13,0,5,0,0,0,1,35,0,632,619
E01007268,0,62,542,5,0,1,0,0,0,3,37,0,650,645
E01007269,0,152,536,21,1,10,2,0,5,2,53,0,782,761
E01007270,2,28,664,21,0,16,0,1,10,0,80,0,822,801
E01007271,13,34,600,13,0,18,1,0,3,1,76,0,759,746
E01007272,0,56,454,15,0,13,0,0,4,1,53,0,596,581
E01007273,2,39,513,10,0,14,0,0,1,1,43,0,623,613
E01007274,23,59,495,13,0,6,2,0,5,1,58,0,662,649
E01007275,0,15,556,19,0,1,0,0,1,0,50,0,642,623
E01007276,0,10,525,13,0,4,1,0,3,2,37,0,595,582
E01007277,20,31,477,19,0,6,0,0,5,0,44,0,602,583
E01007278,1,29,489,19,0,16,1,0,0,2,62,0,619,600
E01007279,1,14,601,7,1,2,0,0,0,2,31,0,659,652
E01007280,0,13,655,9,4,2,2,0,4,3,34,0,726,717
E01007281,0,7,531,3,0,0,0,0,0,8,42,0,591,588
E01007282,0,22,583,5,0,0,0,0,0,0,32,0,642,637
E01007283,0,4,423,2,3,1,1,0,0,5,40,0,479,477
E01007284,0,25,570,9,11,1,2,0,13,2,48,4,685,676
E01007285,1,7,559,6,0,0,1,0,0,1,49,1,625,619
E01007286,0,17,567,7,0,4,0,0,2,0,35,0,632,625
E01007287,0,38,751,7,0,3,0,1,0,0,52,1,853,846
E01007288,0,13,668,10,0,2,0,0,1,2,65,1,762,752
E01007289,2,21,548,5,0,12,1,0,7,0,53,0,649,644
E01007290,29,83,714,16,0,17,6,0,6,0,65,0,936,920
E01007291,11,61,663,24,0,18,0,2,5,0,73,0,857,833
E01007292,3,44,597,9,0,8,0,0,2,1,59,0,723,714
E01007293,11,69,613,7,1,10,0,0,9,0,41,0,761,754
E01007294,3,14,581,14,0,10,0,0,0,0,56,0,678,664
E01007295,0,19,597,9,1,5,7,0,2,24,63,0,727,718
E01007296,0,42,698,23,0,12,2,0,3,2,60,0,842,819
E01007297,3,112,467,18,0,3,0,0,6,1,35,0,645,627
E01007298,0,37,517,5,4,1,1,0,2,3,45,0,615,610
E01007299,1,9,523,7,0,2,0,0,1,1,43,0,587,580
E01007300,1,25,761,10,1,22,0,0,10,4,93,1,928,918
E01007301,13,17,623,5,0,5,1,0,0,1,46,0,711,706
E01007302,1,45,769,11,0,4,2,0,2,2,65,0,901,890
E01007303,2,96,517,14,0,10,0,0,7,2,59,0,707,693
E01007304,0,11,544,10,0,7,1,0,2,0,60,0,635,625
E01007305,1,14,640,14,1,2,0,0,1,0,58,0,731,717
E01007306,0,12,657,9,3,2,0,1,0,0,47,0,731,722
E01007307,1,10,635,8,0,2,4,0,3,3,49,0,715,707
E01007308,47,46,561,8,3,8,1,0,3,2,46,0,725,717
E01007309,0,6,545,8,0,1,0,0,3,2,36,0,601,593
E01007310,0,5,475,3,0,1,2,0,0,1,38,0,525,522
E01007311,1,55,494,5,0,3,2,0,0,0,40,0,600,595
E01007312,0,21,575,15,0,7,0,0,0,1,37,0,656,641
E01007313,15,62,637,15,0,4,0,0,3,0,54,0,790,775
E01007314,0,14,521,7,0,3,1,0,2,2,40,0,590,583
E01007315,0,6,553,6,0,3,1,0,1,0,45,0,615,609
E01007316,0,8,532,7,0,1,0,0,0,2,46,0,596,589
E01007317,0,20,552,7,0,6,2,2,7,2,62,0,660,653
E01007318,13,21,532,3,0,8,1,2,5,0,68,1,654,651
E01007319,0,9,559,2,0,1,3,4,0,2,47,0,627,625
E01007320,1,26,608,4,0,7,2,1,0,4,71,1,725,721
E01007321,2,25,600,5,2,2,1,3,0,4,44,1,689,684
E01007322,2,36,752,10,1,11,0,7,6,3,96,0,924,914
E01007323,0,23,560,4,1,7,1,9,3,2,52,1,663,659
E01007324,3,18,578,8,0,6,1,12,2,5,92,1,726,718
E01007325,0,28,464,2,0,11,3,16,5,4,58,0,591,589
E01007326,14,20,565,2,0,5,3,14,2,2,91,2,720,718
E01007327,1,34,627,3,0,10,1,19,8,4,83,0,790,787
E01007328,3,17,725,5,0,11,2,9,2,4,75,2,855,850
E01007329,23,12,516,6,1,6,0,5,1,1,66,2,639,633
E01007330,0,16,661,4,1,6,4,3,4,5,63,2,769,765
E01007331,1,17,714,3,1,3,0,3,1,4,79,0,826,823
E01007332,51,25,773,8,4,21,3,9,6,1,81,1,983,975
E01007333,2,10,481,10,1,10,2,12,2,13,45,0,588,578
E01007334,0,6,486,5,0,2,1,9,2,2,44,1,558,553
E01007335,1,7,540,1,2,2,1,8,0,4,43,0,609,608
E01007336,7,21,611,13,2,11,0,4,4,2,76,0,751,738
E01007337,4,33,736,8,0,6,0,7,3,1,87,0,885,877
E01007338,115,129,594,12,1,20,2,2,4,3,76,13,971,959
E01007339,1,54,534,7,1,13,1,3,0,1,81,0,696,689
E01007340,4,163,599,14,2,20,4,3,1,0,59,0,869,855
E01007341,0,38,379,4,0,13,11,11,4,2,47,1,510,506
E01007342,1,4,477,5,4,7,1,4,1,1,62,0,567,562
E01007343,30,7,562,4,0,5,1,11,3,1,60,1,685,681
E01007344,1,18,877,7,0,7,2,11,12,7,107,0,1049,1042
E01007345,1,24,542,5,0,3,2,12,4,2,75,0,670,665
E01007346,1,9,578,1,0,9,0,9,2,5,57,0,671,670
E01007347,0,13,666,4,1,6,2,6,4,3,75,1,781,777
E01007348,2,8,543,1,0,5,0,6,2,9,52,0,628,627
E01007349,1,15,609,3,3,4,0,15,2,1,58,1,712,709
E01007350,0,4,445,1,15,4,3,3,5,7,25,1,513,512
E01007351,1,17,585,5,23,5,4,12,8,3,75,1,739,734
E01007352,6,28,513,4,1,10,3,8,2,0,64,0,639,635
E01007353,1,29,619,1,2,4,0,8,4,2,47,0,717,716
E01007354,0,12,596,7,6,3,0,17,1,4,77,1,724,717
E01007355,0,5,541,4,0,2,1,7,3,6,35,0,604,600
E01007356,0,10,541,4,0,3,1,6,3,4,45,0,617,613
E01007357,2,13,514,1,0,6,1,7,3,3,72,0,622,621
E01007358,0,12,555,10,0,2,4,2,1,0,49,1,636,626
E01007359,1,23,531,1,10,5,4,6,13,3,57,1,655,654
E01007360,0,7,574,2,1,3,0,6,3,6,52,1,655,653
E01007361,1,24,727,7,0,3,2,8,2,2,61,0,837,830
E01007362,0,10,805,2,4,3,3,5,3,5,66,1,907,905
E01007363,0,20,669,4,3,6,4,5,4,4,78,0,797,793
E01007364,51,27,450,2,0,8,1,12,0,1,41,0,593,591
E01007365,1,10,439,3,0,7,1,8,0,4,34,0,507,504
E01007366,1,16,844,7,0,7,0,5,1,7,84,0,972,965
E01007367,1,5,400,4,0,6,0,15,0,6,27,0,464,460
E01007368,15,42,587,3,0,8,4,12,3,3,59,0,736,733
E01007369,1,29,742,11,0,14,11,7,4,3,88,0,910,899
E01007370,0,17,599,12,15,11,0,23,11,3,75,0,766,754
E01007371,1,17,664,5,1,12,5,8,4,5,84,0,806,801
E01007372,25,16,616,7,1,9,1,6,2,6,58,0,747,740
E01007373,5,26,594,8,2,8,0,12,1,2,75,1,734,726
E01007374,0,7,570,4,1,6,2,8,3,3,45,1,650,646
E01007375,1,14,645,6,0,8,2,7,0,4,53,1,741,735
E01007376,22,28,542,6,0,11,1,6,5,2,70,1,694,688
E01007377,0,12,471,5,1,10,2,7,3,1,54,0,566,561
E01007378,49,24,576,4,0,17,8,8,5,2,58,3,754,750
E01007379,0,10,598,3,6,2,0,7,3,2,56,2,689,686
E01007380,0,19,669,4,3,3,1,3,2,5,59,1,769,765
E01007381,0,19,802,2,1,2,3,5,2,6,56,0,898,896
E01007382,24,29,595,2,0,2,0,5,2,5,73,0,737,735
E01007383,0,7,460,0,3,2,3,0,1,3,38,0,517,517
E01007384,19,8,637,4,3,3,3,4,0,7,59,0,747,743
E01007385,8,18,556,6,0,1,2,10,2,2,66,0,671,665
E01007386,0,9,752,2,2,3,0,7,3,5,58,0,841,839
E01007387,0,13,520,6,1,6,1,0,2,6,61,0,616,610
E01007388,0,16,650,8,2,3,2,10,1,3,82,0,777,769
E01007389,0,15,590,6,0,0,1,5,0,4,41,2,664,658
E01007390,2,37,563,6,3,4,0,3,1,5,43,0,667,661
E01007391,3,45,574,4,1,7,2,3,2,7,49,1,698,694
E01007392,15,15,511,5,0,7,0,12,3,1,47,1,617,612
E01007393,27,52,705,5,0,7,2,2,3,1,64,0,868,863
E01007394,9,11,487,9,2,4,2,7,2,4,49,0,586,577
E01007395,2,19,698,6,0,4,2,16,1,2,86,2,838,832
E01007396,15,36,621,3,1,7,4,3,0,4,59,1,754,751
E01007397,16,18,590,5,2,3,3,3,3,1,53,0,697,692
E01007398,1,37,643,7,4,2,5,7,6,2,58,2,774,767
E01007399,0,15,823,9,4,1,3,5,1,3,64,2,930,921
E01007400,4,11,840,3,0,2,4,6,3,5,83,1,962,959
E01007402,2,83,541,4,3,24,8,11,4,3,81,2,766,762
E01007403,2,15,480,7,0,8,4,10,3,6,74,2,611,604
E01007404,0,3,566,2,0,2,1,5,1,4,42,2,628,626
E01007405,0,39,645,2,3,3,6,6,5,7,67,1,784,782
E01007406,2,23,675,8,0,10,1,9,3,7,78,0,816,808
E01007408,0,17,560,7,0,3,0,3,2,3,62,1,658,651
E01007409,1,20,562,5,0,2,4,6,1,2,50,0,653,648
E01007410,21,30,732,4,0,13,2,4,7,2,101,0,916,912
E01007411,18,46,416,5,0,16,10,3,2,10,63,0,589,584
E01007413,0,24,511,6,2,14,2,8,7,6,55,0,635,629
E01007414,13,38,750,3,0,12,2,7,5,5,80,0,915,912
E01007415,1,15,557,6,0,5,2,2,5,2,81,0,676,670
E01007416,2,17,488,5,0,3,0,3,0,5,65,0,588,583
E01007417,1,29,689,5,1,10,2,1,7,6,89,0,840,835
E01007418,4,13,410,7,59,0,13,6,25,5,60,2,604,597
E01007419,1,6,615,4,9,3,5,3,2,0,54,1,703,699
E01007420,1,10,544,2,10,2,2,8,0,7,41,0,627,625
E01007421,0,26,243,7,150,2,12,18,41,8,84,8,599,592
E01007422,0,12,458,3,71,0,5,9,12,10,63,7,650,647
E01007423,0,16,520,3,41,1,7,20,7,11,86,1,713,710
E01007424,13,28,655,4,21,4,1,3,12,5,75,0,821,817
E01007425,0,7,584,1,50,4,14,5,15,8,75,3,766,765
E01007426,0,28,439,9,128,4,20,10,52,15,96,10,811,802
E01007427,2,15,608,9,5,5,3,2,2,4,83,0,738,729
E01007428,1,16,525,6,26,2,11,2,14,6,81,4,694,688
E01007429,14,15,611,4,0,4,1,5,0,0,57,0,711,707
E01007430,2,45,991,3,1,0,2,1,6,8,77,3,1139,1136
E01007431,0,14,503,2,1,2,5,3,3,0,46,2,581,579
E01007432,0,5,618,3,2,3,2,0,0,7,56,1,697,694
E01007433,0,10,605,5,3,4,2,6,2,1,60,0,698,693
E01007434,0,27,873,8,1,13,3,4,3,3,104,1,1040,1032
E01007435,8,21,604,6,0,10,1,7,2,5,67,2,733,727
E01007436,1,6,532,3,0,4,0,2,4,3,56,2,613,610
E01007437,0,18,525,5,1,12,1,3,4,1,63,0,633,628
E01007438,0,7,546,3,2,2,1,5,2,4,50,0,622,619
E01007439,0,11,541,2,3,0,0,6,4,3,50,0,620,618
E01007440,2,13,550,12,2,11,1,12,4,0,65,0,672,660
E01007441,5,14,650,6,1,10,0,3,1,2,52,0,744,738
E01007442,0,9,589,2,0,1,1,3,2,4,49,1,661,659
E01007443,8,246,751,29,0,13,0,2,10,0,119,0,1178,1149
E01007444,17,22,827,2,0,4,2,2,3,4,83,0,966,964
E01007445,20,20,619,7,0,7,2,3,4,0,74,0,756,749
E01007446,0,7,566,5,0,2,0,3,0,0,45,0,628,623
E01007447,51,27,550,4,0,16,12,16,0,14,64,1,755,751
E01007448,2,58,872,9,1,13,3,3,4,4,93,0,1062,1053
E01007449,1,24,709,3,1,8,2,3,5,5,59,0,820,817
E01007450,10,36,751,8,0,12,2,2,5,3,79,1,909,901
E01007451,2,19,681,1,0,10,1,11,3,2,93,0,823,822
E01007452,0,14,589,5,0,6,3,5,5,2,68,0,697,692
E01007453,0,50,577,5,0,10,4,6,3,3,58,0,716,711
E01007455,0,15,557,3,1,5,4,9,0,5,39,0,638,635
E01007456,0,11,698,3,1,2,3,5,2,2,56,0,783,780
E01007457,1,16,618,7,3,9,0,6,6,6,83,0,755,748
E01007458,2,28,554,2,0,7,5,6,4,1,57,2,668,666
E01007459,0,27,630,6,10,3,2,8,2,5,48,3,744,738
E01007460,0,25,522,2,0,5,1,5,2,4,57,3,626,624
E01007461,1,45,653,5,1,11,3,3,5,1,74,1,803,798
E01007462,20,47,476,3,2,14,12,4,3,2,73,0,656,653
E01007463,15,52,587,2,1,17,13,4,2,4,72,0,769,767
E01007464,0,15,517,4,1,9,1,3,3,1,52,0,606,602
E01007465,0,15,658,1,1,9,2,2,1,4,64,1,758,757
E01007466,0,25,649,6,2,9,1,7,5,0,69,0,773,767
E01007467,0,18,547,2,0,7,0,5,2,3,64,0,648,646
E01007468,0,7,531,0,2,2,3,1,1,5,39,1,592,592
E01007469,0,7,446,3,3,3,1,3,2,3,55,0,526,523
E01007470,0,10,439,3,1,5,2,9,2,3,62,0,536,533
E01007471,2,3,551,3,1,4,0,3,3,1,32,0,603,600
E01007472,1,5,524,6,0,9,3,4,3,3,47,0,605,599
E01007473,0,21,479,10,2,15,0,5,2,1,60,0,595,585
E01007474,3,18,531,3,0,2,3,1,3,0,48,0,612,609
E01007475,0,7,561,9,1,1,0,1,4,8,42,0,634,625
E01007476,2,7,663,7,0,3,2,5,6,4,52,2,753,746
E01007477,0,10,546,3,2,1,1,3,0,11,44,0,621,618
E01007478,6,12,593,0,3,5,0,6,4,4,58,1,692,692
E01007479,0,59,519,6,0,7,1,3,19,8,62,0,684,678
E01007480,0,29,444,1,1,3,0,12,3,4,52,1,550,549
E01007482,2,47,555,4,1,3,0,1,4,3,47,0,667,663
E01007483,3,7,531,3,2,2,1,3,3,4,46,0,605,602
E01007484,1,6,559,3,0,0,3,2,7,4,42,0,627,624
E01007485,0,7,541,2,2,6,0,0,4,4,39,0,605,603
E01007486,0,5,550,5,0,5,2,3,3,5,47,1,626,621
E01007487,1,12,615,3,0,4,2,9,1,1,46,0,694,691
E01007488,1,15,288,13,149,2,22,14,78,14,72,23,691,678
E01007489,1,34,775,14,2,6,0,3,5,0,86,0,926,912
E01007490,1,15,545,8,34,8,1,11,8,3,69,0,703,695
E01007491,1,19,556,4,0,13,0,4,4,2,60,0,663,659
E01007492,0,45,599,1,4,5,1,4,6,5,55,0,725,724
E01007493,0,10,620,2,4,0,2,7,2,6,56,4,713,711
E01007494,0,16,592,10,0,4,0,2,5,3,64,1,697,687
E01007495,4,93,537,9,0,15,4,2,14,0,72,0,750,741
E01007496,0,12,515,4,0,10,0,1,3,1,66,0,612,608
E01007497,0,14,435,7,1,6,0,2,3,0,67,0,535,528
E01007498,1,21,544,5,1,8,4,0,6,0,74,0,664,659
E01007499,0,19,515,4,1,8,2,0,4,1,67,0,621,617
E01007500,0,16,462,8,0,5,2,0,4,5,50,0,552,544
E01007501,1,8,563,4,2,3,0,2,1,3,34,0,621,617
E01007503,1,9,601,4,1,5,1,1,1,5,47,0,676,672
E01007504,0,17,465,4,2,2,0,12,37,2,64,2,607,603
E01007505,0,13,567,5,1,5,1,2,57,2,51,1,705,700
E01007506,1,24,592,9,1,7,0,4,2,10,60,0,710,701
E01007507,0,13,401,0,4,5,1,8,4,2,47,1,486,486
E01007508,3,22,566,8,1,5,1,6,5,1,67,0,685,677
E01007509,1,26,675,8,2,12,0,6,1,0,71,0,802,794
E01007510,1,83,582,16,1,6,2,3,9,3,51,0,757,741
E01007511,1,13,479,3,9,7,6,3,2,11,66,3,603,600
E01007512,0,20,756,7,0,2,1,8,2,4,68,0,868,861
E01007513,0,19,600,3,1,1,5,4,0,3,51,1,688,685
E01007514,1,25,590,9,0,8,1,3,8,2,51,0,698,689
E01007515,2,17,538,6,1,3,1,1,2,4,62,0,637,631
E01007516,0,17,557,3,0,4,1,1,0,4,53,0,640,637
E01007517,0,28,541,12,0,14,0,0,32,1,83,0,711,699
E01007518,0,9,540,3,0,0,1,5,5,2,53,1,619,616
E01007519,1,33,447,6,2,3,0,11,0,1,49,0,553,547
E01007520,0,8,547,1,1,4,0,0,0,4,28,0,593,592
E01007521,0,10,528,1,0,0,2,0,1,1,48,0,591,590
E01007522,3,26,620,8,1,9,2,2,0,1,68,0,740,732
E01007523,0,12,598,2,2,3,1,1,0,6,44,0,669,667
E01007524,0,33,611,5,1,3,1,0,1,3,50,0,708,703
E01007525,0,15,576,7,0,4,0,1,2,2,60,0,667,660
E01007526,1,9,764,2,1,6,6,0,2,4,70,0,865,863
E01007528,0,8,556,6,0,5,0,2,2,2,43,1,625,619
E01007529,5,46,474,21,0,31,0,0,1,2,73,0,653,632
E01007530,16,76,463,16,0,15,0,0,4,5,69,0,664,648
E01007531,1,50,606,11,0,11,1,2,7,1,81,0,771,760
E01007532,252,267,260,11,1,37,0,0,12,0,98,1,939,928
E01007533,1,70,509,5,0,6,4,1,2,3,56,0,657,652
E01007534,7,154,617,26,1,31,1,0,13,0,94,0,944,918
E01007535,2,33,503,16,1,12,1,0,0,2,58,3,631,615
E01007536,2,67,695,7,2,4,0,5,1,2,85,0,870,863
E01007537,3,7,596,5,2,4,1,4,4,4,64,0,694,689
E01007538,1,6,504,1,0,4,0,14,0,1,65,0,596,595
E01007539,1,12,473,4,0,5,0,5,4,2,49,1,556,552
E01007540,1,6,556,5,0,4,3,11,3,6,59,0,654,649
E01007541,0,14,579,4,0,3,2,12,2,4,62,0,682,678
E01007542,0,53,770,8,3,7,0,4,3,4,94,0,946,938
E01007543,16,21,529,6,5,12,1,7,4,6,62,1,670,664
E01007544,1,10,619,7,1,13,1,11,3,3,84,0,753,746
E01007545,0,13,483,1,1,5,2,3,34,0,63,1,606,605
E01007546,1,18,512,6,0,2,0,3,7,1,58,0,608,602
E01007547,0,18,531,6,0,7,0,6,4,0,70,0,642,636
E01007548,1,24,633,4,1,10,3,4,5,2,65,0,752,748
E01007549,7,23,566,0,0,15,3,1,5,5,77,2,704,704
E01007550,0,18,580,7,0,3,5,4,7,4,64,0,692,685
E01007551,1,8,639,7,0,1,3,0,4,3,47,0,713,706
E01007552,1,6,528,0,0,0,1,3,1,3,58,1,602,602
E01007553,1,25,647,3,2,1,3,4,2,3,45,0,736,733
E01007554,0,6,585,3,3,5,2,13,19,4,43,0,683,680
E01007555,0,13,559,1,1,4,0,3,0,1,36,0,618,617
E01007556,1,8,449,5,0,4,0,5,6,2,55,0,535,530
E01007557,1,4,294,0,31,4,2,5,74,0,36,3,454,454
E01007558,0,23,541,2,0,4,0,2,1,0,44,0,617,615
E01007559,0,8,280,6,35,2,3,13,26,7,45,4,429,423
E01007560,0,18,631,3,7,0,3,3,3,7,48,1,724,721
E01007561,0,4,502,5,3,0,1,1,1,7,33,1,558,553
E01007562,1,11,547,3,3,3,0,1,2,3,38,0,612,609
E01007563,0,18,461,7,0,2,1,8,10,2,43,1,553,546
E01007564,2,9,527,6,0,10,0,1,6,5,47,1,614,608
E01007565,0,14,583,0,1,1,1,1,0,5,36,0,642,642
E01007566,0,18,627,6,1,6,0,1,22,2,94,0,777,771
E01007567,1,18,447,2,1,4,2,2,4,1,46,1,529,527
E01007568,0,17,481,5,0,13,2,0,4,0,63,0,585,580
E01007569,1,14,533,0,0,5,3,1,4,6,50,0,617,617
E01007570,14,9,564,5,0,3,1,3,1,1,40,0,641,636
E01007571,0,34,619,7,0,6,0,4,3,7,80,0,760,753
E01007572,0,7,487,7,3,4,0,21,2,1,45,0,577,570
E01007573,1,17,511,6,2,9,0,19,8,0,71,0,644,638
E01007574,0,19,497,5,0,12,1,18,2,4,65,0,623,618
E01007575,0,14,492,3,2,4,0,22,1,0,53,0,591,588
E01007576,3,8,556,3,2,6,0,4,1,1,66,1,651,648
E01007577,4,32,570,14,1,7,0,7,5,1,54,1,696,682
E01007578,1,29,542,1,2,9,4,6,19,1,78,1,693,692
E01007579,1,40,970,10,2,16,2,9,12,6,126,2,1196,1186
E01007580,0,3,537,0,0,1,0,6,1,1,55,0,604,604
E01007581,1,5,561,3,5,4,3,2,1,2,32,0,619,616
E01007582,0,16,543,6,1,5,1,4,1,7,35,0,619,613
E01007583,0,16,420,5,63,1,3,18,32,11,45,4,618,613
E01007584,0,58,561,5,0,2,2,2,2,3,57,0,692,687
E01007585,0,15,573,6,1,3,2,0,2,0,46,0,648,642
E01007586,0,4,563,2,11,1,3,10,2,6,59,0,661,659
E01007587,0,19,437,5,135,3,8,25,52,1,87,4,776,771
E01007588,0,8,602,11,0,8,0,5,2,3,51,0,690,679
E01007589,0,14,637,5,2,5,0,3,1,8,54,0,729,724
E01007590,0,9,425,4,0,2,0,11,0,4,34,0,489,485
E01007591,0,7,532,4,0,0,2,9,1,7,50,0,612,608
E01007592,2,15,565,7,2,3,0,6,2,2,63,0,667,660
E01007593,2,42,668,6,1,4,0,3,5,1,75,0,807,801
E01007594,0,13,722,3,4,3,4,2,6,9,75,0,841,838
E01007595,0,25,544,6,0,2,2,6,0,1,39,0,625,619
E01007596,0,3,470,1,2,0,0,1,1,2,27,0,507,506
E01007597,1,15,569,6,2,6,1,6,3,7,64,0,680,674
E01007598,0,16,590,5,2,2,2,10,2,6,49,0,684,679
E01007599,0,17,631,2,10,0,1,5,4,8,57,1,736,734
E01007600,3,6,543,0,1,3,3,1,3,6,32,0,601,601
E01007601,0,10,625,6,4,0,6,4,3,8,37,0,703,697
E01007602,0,13,729,1,19,2,3,1,1,10,35,0,814,813
E01007603,1,7,593,1,9,4,2,1,6,2,51,3,680,679
E01007604,0,5,530,2,2,2,0,0,0,1,32,0,574,572
E01007605,0,6,582,0,0,2,2,0,4,3,47,0,646,646
E01007606,2,12,797,0,2,2,1,0,3,4,58,0,881,881
E01007607,0,52,517,3,0,7,3,1,0,3,47,0,633,630
E01007609,1,18,857,7,12,1,0,4,2,5,103,4,1014,1007
E01007610,0,49,715,2,5,5,1,2,1,5,69,0,854,852
E01007611,0,9,494,2,10,5,3,6,8,2,38,3,580,578
E01007612,1,9,538,4,12,2,2,5,8,2,47,1,631,627
E01007613,0,19,418,5,118,1,12,15,32,8,61,5,694,689
E01007614,0,5,464,4,21,1,2,2,11,2,47,6,565,561
E01007615,0,8,552,3,2,2,2,1,1,5,51,0,627,624
E01007616,0,8,515,2,5,1,0,4,0,3,43,0,581,579
E01007617,0,11,558,1,12,2,2,1,4,8,47,0,646,645
E01007618,0,6,454,3,0,3,1,3,1,6,28,0,505,502
E01007619,0,7,657,1,1,3,1,4,3,7,61,0,745,744
E01007620,0,7,580,3,45,1,4,6,4,1,61,2,714,711
E01007621,0,8,489,4,0,3,1,0,1,3,58,0,567,563
E01007622,1,9,585,6,0,1,0,0,3,3,54,0,662,656
E01007623,13,18,528,6,0,10,4,2,1,8,40,0,630,624
E01007624,0,28,741,2,3,1,3,1,6,1,50,0,836,834
E01007625,0,23,152,7,173,5,16,29,130,6,55,9,605,598
E01007626,0,38,480,14,31,7,0,18,32,0,61,0,681,667
E01007627,0,19,584,6,1,5,2,7,9,1,48,0,682,676
E01007628,2,16,448,6,2,6,2,5,1,0,44,0,532,526
E01007629,0,25,538,2,0,6,1,7,2,1,59,0,641,639
E01007630,1,9,578,4,2,3,3,1,1,1,42,0,645,641
E01007631,0,3,496,2,1,2,1,2,0,2,29,0,538,536
E01007632,0,17,471,5,28,3,1,12,18,4,60,3,622,617
E01007633,0,12,459,3,3,8,1,8,2,0,38,0,534,531
E01007634,2,16,568,7,0,9,2,7,1,4,67,0,683,676
E01007635,0,29,705,6,1,8,0,6,11,0,81,1,848,842
E01007636,0,8,569,8,1,8,0,4,5,4,51,0,658,650
E01007637,3,14,575,5,1,3,1,0,3,2,54,0,661,656
E01007638,1,14,628,5,1,3,0,3,0,4,58,0,717,712
E01007639,8,68,854,8,2,10,1,3,4,4,88,0,1050,1042
E01007640,0,20,611,7,5,5,2,9,15,5,64,0,743,736
E01007641,3,7,509,4,3,1,3,5,2,6,51,0,594,590
E01007642,0,16,537,5,0,9,1,6,2,4,60,0,640,635
E01007643,7,34,480,16,0,12,0,1,4,0,70,0,624,608
E01007644,0,17,610,7,1,6,1,0,3,0,60,0,705,698
E01007646,5,60,568,4,0,14,4,7,5,3,65,0,735,731
E01007647,14,77,581,6,1,10,0,0,1,1,61,0,752,746
E01007649,0,7,539,2,1,6,1,1,0,2,57,0,616,614
E01007650,94,28,632,8,0,4,1,1,2,3,63,2,838,830
E01007651,0,29,571,8,1,8,1,3,5,2,66,0,694,686
E01007652,1,20,702,5,0,9,1,1,10,2,80,2,833,828
E01007653,0,25,543,9,2,6,0,2,1,1,51,1,641,632
E01007654,1,38,505,8,1,12,1,2,5,0,55,0,628,620
E01007655,3,163,688,34,0,24,0,4,6,0,101,0,1023,989
E01007656,0,17,587,10,9,4,1,0,0,1,41,1,671,661
E01007657,0,1,530,4,0,3,2,1,0,1,43,0,585,581
E01007658,1,8,521,8,3,1,4,2,3,2,55,1,609,601
